Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,imu_string
1711642294.559863,0,1711642294,559264183,imu1_frame,0,0,0,,0.035224624,-0.694365465,0.3162569763455826,0.6454435314021144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.027984,-0.013056,-0.26584,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.646,-1.174,-9.826,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0026,0.2006,-0.3751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-038.841,-001.977,+001.655,-00.0026,+00.2006,-00.3751,-00.646,-01.174,-09.826,-00.027984,-00.013056,-00.265841*68\r\n'"
1711642294.5856528,0,1711642294,585023403,imu1_frame,0,0,0,,-0.107696332,-0.688326057,0.1893037624819447,0.6919341183399997,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.018674,-0.017124,-0.26218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.61,-0.931,-9.82,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.005,0.2071,-0.3868,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-039.223,-001.994,+001.642,-00.0050,+00.2071,-00.3868,-00.610,-00.931,-09.820,-00.018674,-00.017124,-00.262183*69\r\n'"
1711642294.611801,0,1711642294,610691547,imu1_frame,0,0,0,,-0.244402703,-0.652609249,0.059456909,0.7147260753865303,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.013338,-0.020394,-0.25881,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.449,-1.069,-9.773,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0025,0.2032,-0.3794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-039.606,-002.013,+001.638,-00.0025,+00.2032,-00.3794,-00.449,-01.069,-09.773,-00.013338,-00.020394,-00.258812*6A\r\n'"
1711642294.6363792,0,1711642294,635452747,imu1_frame,0,0,0,,-0.36692638,-0.590735596,-0.070813973,0.7151096901101405,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002467,-0.018002,-0.26617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.568,-1.186,-9.431,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0074,0.2084,-0.3912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-039.991,-002.029,+001.645,-00.0074,+00.2084,-00.3912,-00.568,-01.186,-09.431,-00.002467,-00.018002,-00.266177*6B\r\n'"
1711642294.6615698,0,1711642294,660996198,imu1_frame,0,0,0,,-0.471565196,-0.507049709,-0.197719889,0.6938542386856785,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.004094,-0.016451,-0.27225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.593,-1.281,-9.575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0086,0.2136,-0.3797,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-040.377,-002.044,+001.661,-00.0086,+00.2136,-00.3797,-00.593,-01.281,-09.575,+00.004094,-00.016451,-00.272257*6D\r\n'"
1711642294.6880648,0,1711642294,686855077,imu1_frame,0,0,0,,-0.557473346,-0.405933814,-0.321170125,0.649069301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000978,-0.008887,-0.27524,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.501,-1.092,-9.29,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0062,0.2084,-0.3811,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-040.764,-002.055,+001.676,-00.0062,+00.2084,-00.3811,-00.501,-01.092,-09.290,-00.000978,-00.008887,-00.275248*61\r\n'"
1711642294.711037,0,1711642294,710203886,imu1_frame,0,0,0,,-0.624546583,-0.28777592,-0.436807231,0.5799362283266034,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.009841,-0.012084,-0.2736,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.36,-1.131,-9.167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0099,0.2047,-0.387,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-041.155,-002.067,+001.685,-00.0099,+00.2047,-00.3870,-00.360,-01.131,-09.167,-00.009841,-00.012084,-00.273603*68\r\n'"
1711642294.737601,0,1711642294,736548900,imu1_frame,0,0,0,,-0.668129888,-0.159235897,-0.539038477,0.48752836074051875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.012413,-0.012785,-0.27115,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.452,-1.042,-9.104,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0112,0.2047,-0.3827,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-041.545,-002.075,+001.688,-00.0112,+00.2047,-00.3827,-00.452,-01.042,-09.104,-00.012413,-00.012785,-00.271152*63\r\n'"
1711642294.7618372,0,1711642294,760985136,imu1_frame,0,0,0,,-0.686801496,-0.022979346,-0.623157186,0.37343108593246666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.013135,-0.010143,-0.27281,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.586,-1.39,-9.28,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0111,0.2098,-0.374,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-041.938,-002.080,+001.685,-00.0111,+00.2098,-00.3740,-00.586,-01.390,-09.280,-00.013135,-00.010143,-00.272817*63\r\n'"
1711642294.7865345,0,1711642294,785660743,imu1_frame,0,0,0,,-0.678333845,0.11363297494312591,-0.683474872,0.24456663914702964,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011754,-0.008964,-0.27405,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.572,-1.364,-9.24,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0111,0.2085,-0.3885,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-042.330,-002.083,+001.681,-00.0111,+00.2085,-00.3885,-00.572,-01.364,-09.240,-00.011754,-00.008964,-00.274058*61\r\n'"
1711642294.810234,0,1711642294,809545040,imu1_frame,0,0,0,,-0.642689171,0.24485090928660527,-0.71815949,0.10604531417310414,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00925,-0.008903,-0.27367,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.437,-1.191,-9.292,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0149,0.2048,-0.3814,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-042.725,-002.084,+001.681,-00.0149,+00.2048,-00.3814,-00.437,-01.191,-09.292,-00.009250,-00.008903,-00.273675*62\r\n'"
1711642294.8354633,0,1711642294,834694147,imu1_frame,0,0,0,,-0.582059371,0.36467600440295733,-0.725902063,-0.035839862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011158,-0.011578,-0.27704,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.414,-1.164,-9.356,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0161,0.2061,-0.3829,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-043.121,-002.084,+001.686,-00.0161,+00.2061,-00.3829,-00.414,-01.164,-09.356,-00.011158,-00.011578,-00.277046*63\r\n'"
1711642294.8620908,0,1711642294,861488580,imu1_frame,0,0,0,,-0.498843576,0.47075837308507446,-0.706082195,-0.176038562,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011946,-0.009975,-0.27614,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.513,-1.28,-9.633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0186,0.2075,-0.3801,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-043.517,-002.086,+001.691,-00.0186,+00.2075,-00.3801,-00.513,-01.280,-09.633,-00.011946,-00.009975,-00.276149*69\r\n'"
1711642294.8859572,0,1711642294,885236024,imu1_frame,0,0,0,,-0.396412399,0.5591667841261948,-0.659062619,-0.309558042,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.01432,-0.010859,-0.27553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.669,-1.409,-9.868,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0198,0.2126,-0.386,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-043.911,-002.089,+001.693,-00.0198,+00.2126,-00.3860,-00.669,-01.409,-09.868,-00.014320,-00.010859,-00.275536*6F\r\n'"
1711642294.9122508,0,1711642294,911005973,imu1_frame,0,0,0,,-0.278282872,0.6256748675820434,-0.586927387,-0.431978988,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.007095,-0.00621,-0.27896,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.593,-1.301,-9.759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0224,0.2,-0.3861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-044.307,-002.092,+001.696,-00.0224,+00.2000,-00.3861,-00.593,-01.301,-09.759,-00.007095,-00.006210,-00.278963*60\r\n'"
1711642294.9359863,0,1711642294,935295820,imu1_frame,0,0,0,,-0.149138477,0.6684769539806349,-0.490428404,-0.538865713,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.013038,-0.004722,-0.27671,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.562,-1.203,-9.679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0248,0.2026,-0.3818,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-044.703,-002.093,+001.695,-00.0248,+00.2026,-00.3818,-00.562,-01.203,-09.679,-00.013038,-00.004722,-00.276710*6C\r\n'"
1711642294.9601696,0,1711642294,959424972,imu1_frame,0,0,0,,-0.011797995,0.6859633374526842,-0.373692636,-0.624234668,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.018523,-0.006697,-0.27367,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.642,-1.196,-9.388,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0235,0.2077,-0.3774,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-045.098,-002.096,+001.688,-00.0235,+00.2077,-00.3774,-00.642,-01.196,-09.388,-00.018523,-00.006697,-00.273671*65\r\n'"
1711642294.9855046,0,1711642294,984863519,imu1_frame,0,0,0,,0.12750782166667468,0.6766283837502041,-0.240905076,-0.684017931,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.025158,-0.009637,-0.27107,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.571,-1.14,-9.438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0296,0.2142,-0.385,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-045.490,-002.098,+001.674,-00.0296,+00.2142,-00.3850,-00.571,-01.140,-09.438,-00.025158,-00.009637,-00.271075*64\r\n'"
1711642295.011662,0,1711642295,10729074,imu1_frame,0,0,0,,0.2636170736427536,0.6395216661107672,-0.099079138,-0.71533307,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.025734,-0.008644,-0.27112,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.67,-1.306,-9.433,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0285,0.2027,-0.3747,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-045.880,-002.101,+001.656,-00.0285,+00.2027,-00.3747,-00.670,-01.306,-09.433,-00.025734,-00.008644,-00.271129*69\r\n'"
1711642295.0378373,0,1711642295,36670207,imu1_frame,0,0,0,,0.3891487503647457,0.5752908676936105,0.044277675,-0.718082972,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.019625,-0.010143,-0.27484,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.499,-1.128,-9.118,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0272,0.2078,-0.3805,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-046.269,-002.105,+001.640,-00.0272,+00.2078,-00.3805,-00.499,-01.128,-09.118,-00.019625,-00.010143,-00.274849*65\r\n'"
1711642295.0601957,0,1711642295,59610128,imu1_frame,0,0,0,,0.49901425715532555,0.48716775987205335,0.18343803372528636,-0.692822367,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.022247,-0.010784,-0.27214,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.51,-1.104,-9.407,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0298,0.1989,-0.3806,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-046.655,-002.110,+001.624,-00.0298,+00.1989,-00.3806,-00.510,-01.104,-09.407,-00.022247,-00.010784,-00.272141*6C\r\n'"
1711642295.086204,0,1711642295,85373878,imu1_frame,0,0,0,,0.5881536908503644,0.3786976649422122,0.3139858104501857,-0.641931636,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.026346,-0.014783,-0.27026,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.515,-1.12,-9.372,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0334,0.2092,-0.3779,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-047.042,-002.115,+001.612,-00.0334,+00.2092,-00.3779,-00.515,-01.120,-09.372,-00.026346,-00.014783,-00.270265*6B\r\n'"
1711642295.1113114,0,1711642295,109668016,imu1_frame,0,0,0,,0.6541849465452901,0.25439707145799084,0.4332560321378691,-0.565343609,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.022281,-0.010015,-0.27395,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.58,-1.215,-9.668,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0358,0.2119,-0.3823,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-047.431,-002.117,+001.599,-00.0358,+00.2119,-00.3823,-00.580,-01.215,-09.668,-00.022281,-00.010015,-00.273951*6B\r\n'"
1711642295.1353235,0,1711642295,134664773,imu1_frame,0,0,0,,0.6940693663268845,0.11968965319438393,0.5356042193339335,-0.465907954,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.021448,-0.00709,-0.27372,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.729,-1.29,-9.816,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.037,0.2157,-0.3853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-047.821,-002.116,+001.586,-00.0370,+00.2157,-00.3853,-00.729,-01.290,-09.816,-00.021448,-00.007090,-00.273727*61\r\n'"
1711642295.1609676,0,1711642295,160407304,imu1_frame,0,0,0,,0.7064333107980909,-0.019652907,0.61699195,-0.346246551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.019087,-0.001012,-0.27529,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.67,-1.315,-9.777,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0372,0.2042,-0.3766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-048.213,-002.110,+001.573,-00.0372,+00.2042,-00.3766,-00.670,-01.315,-09.777,-00.019087,-00.001012,-00.275294*65\r\n'"
1711642295.1852298,0,1711642295,184507846,imu1_frame,0,0,0,,0.6910186216918084,-0.156422323,0.6723760693259222,-0.214326253,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.016735,-0.002044,-0.26965,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.728,-1.119,-9.619,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0371,0.2106,-0.3882,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-048.602,-002.102,+001.563,-00.0371,+00.2106,-00.3882,-00.728,-01.119,-09.619,-00.016735,-00.002044,-00.269651*6E\r\n'"
1711642295.211607,0,1711642295,210761785,imu1_frame,0,0,0,,0.6490367465082123,-0.282738818,0.7021224577897176,-0.07638139,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.008633,-0.001451,-0.27443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.615,-1.184,-9.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0396,0.2094,-0.3767,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-048.993,-002.090,+001.566,-00.0396,+00.2094,-00.3767,-00.615,-01.184,-09.500,-00.008633,-00.001451,-00.274439*6A\r\n'"
1711642295.2386546,0,1711642295,236649751,imu1_frame,0,0,0,,0.5839352087228048,-0.398405998,0.7043527378894967,0.064649467,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.008685,0.000409,-0.27601,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.602,-1.37,-9.551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0396,0.2043,-0.381,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-049.386,-002.078,+001.572,-00.0396,+00.2043,-00.3810,-00.602,-01.370,-09.551,-00.008685,+00.000409,-00.276018*6A\r\n'"
1711642295.2611072,0,1711642295,259485244,imu1_frame,0,0,0,,0.4975846675581373,-0.502355467,0.6768063995431925,0.20489407257468611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.012556,-0.000142,-0.27852,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.641,-1.528,-9.576,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0445,0.2083,-0.3769,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-049.779,-002.067,+001.571,-00.0445,+00.2083,-00.3769,-00.641,-01.528,-09.576,-00.012556,-00.000142,-00.278529*6D\r\n'"
1711642295.2851853,0,1711642295,284695625,imu1_frame,0,0,0,,0.38893013522707276,-0.594476144,0.6175314082941225,0.3376187552558179,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.02629,-0.00041,-0.27592,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.737,-1.516,-9.807,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0471,0.2033,-0.3741,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-050.169,-002.062,+001.551,-00.0471,+00.2033,-00.3741,-00.737,-01.516,-09.807,-00.026290,-00.000410,-00.275926*63\r\n'"
1711642295.3101099,0,1711642295,309651613,imu1_frame,0,0,0,,0.26052172517784455,-0.66616804,0.5293577675811937,0.45621149379450765,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.034773,-0.001897,-0.2749,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.794,-1.437,-9.815,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0483,0.2033,-0.3799,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-050.560,-002.058,+001.521,-00.0483,+00.2033,-00.3799,-00.794,-01.437,-09.815,-00.034773,-00.001897,-00.274908*64\r\n'"
1711642295.3353827,0,1711642295,334594726,imu1_frame,0,0,0,,0.11766737285873013,-0.711512948,0.41955858,0.5512479589845145,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.038739,-0.004189,-0.26964,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.864,-1.387,-9.857,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0482,0.211,-0.38,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-050.946,-002.059,+001.485,-00.0482,+00.2110,-00.3800,-00.864,-01.387,-09.857,-00.038739,-00.004189,-00.269644*6C\r\n'"
1711642295.359803,0,1711642295,359377384,imu1_frame,0,0,0,,-0.031513153,-0.724916011,0.2956560105788433,0.6213623918542389,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.031471,-0.004623,-0.27087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.773,-1.253,-9.548,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0495,0.2059,-0.3756,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-051.336,-002.061,+001.458,-00.0495,+00.2059,-00.3756,-00.773,-01.253,-09.548,-00.031471,-00.004623,-00.270879*66\r\n'"
1711642295.3854055,0,1711642295,384527444,imu1_frame,0,0,0,,-0.178012592,-0.706821828,0.1639418816193789,0.6647085679860651,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.025436,-0.001419,-0.26717,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.86,-1.056,-9.757,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0519,0.2111,-0.3787,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-051.724,-002.063,+001.438,-00.0519,+00.2111,-00.3787,-00.860,-01.056,-09.757,-00.025436,-00.001419,-00.267177*6E\r\n'"
