%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter,field.hdop,field.gngga_read,field.fix_quality
1708069424257966581,190,1708104624000000000,GPS1_Frame,42.33723232166667,-71.08692107333333,4.406,328078.123263984,4689329.052530209,19,T,1.2,,5
1708069425265041682,191,1708104625000000000,GPS1_Frame,42.337232263333334,-71.086921155,4.424,328078.1163769811,4689329.046217856,19,T,1.2,,5
1708069426271400452,192,1708104626000000000,GPS1_Frame,42.33723222166667,-71.08692122833334,4.438,328078.1102219342,4689329.041739362,19,T,1.2,,5
1708069427276847367,193,1708104627000000000,GPS1_Frame,42.33723214,-71.08692127166667,4.453,328078.106429398,4689329.032758516,19,T,1.2,,5
1708069428286448830,194,1708104628000000000,GPS1_Frame,42.337232105,-71.08692134,4.468,328078.10070443817,4689329.029010194,19,T,1.2,,5
1708069429310921130,195,1708104629000000000,GPS1_Frame,42.33723205,-71.086921335,4.481,328078.10096647125,4689329.022892754,19,T,1.2,,5
1708069430320734592,196,1708104630000000000,GPS1_Frame,42.33723202,-71.08692137166666,4.497,328078.0978639668,4689329.01963562,19,T,1.2,,5
1708069431326262079,197,1708104631000000000,GPS1_Frame,42.337231985,-71.08692173666667,4.513,328078.0676983982,4689329.016487119,19,T,1.1,,5
1708069432415435987,198,1708104632000000000,GPS1_Frame,42.337231986666666,-71.08692192,4.521,328078.0525991937,4689329.017042865,19,T,1.2,,5
1708069433423081863,199,1708104633000000000,GPS1_Frame,42.33723201,-71.08692205166666,4.536,328078.0418155453,4689329.019900068,19,T,1.2,,5
1708069434427595014,200,1708104634000000000,GPS1_Frame,42.33723207166667,-71.086922265,4.545,328078.02440833,4689329.027179012,19,T,1.2,,5
1708069435443755955,201,1708104635000000000,GPS1_Frame,42.337232125,-71.08692244166667,4.552,328078.0099991531,4689329.033458468,19,T,1.2,,5
1708069436445512361,202,1708104636000000000,GPS1_Frame,42.33723216166667,-71.086922625,4.562,328077.9949953329,4689329.037900697,19,T,1.2,,5
1708069437449640920,203,1708104637000000000,GPS1_Frame,42.33723219,-71.08692271,4.57,328077.9880698992,4689329.041218758,19,T,1.2,,5
1708069438457912532,204,1708104638000000000,GPS1_Frame,42.337232181666664,-71.08692284833333,4.584,328077.9766507272,4689329.040573097,19,T,1.2,,5
1708069439465145073,205,1708104639000000000,GPS1_Frame,42.337232248333336,-71.086922835,4.588,328077.9779308626,4689329.047948964,19,T,1.2,,5
1708069440472265431,206,1708104640000000000,GPS1_Frame,42.337232315,-71.08692285666666,4.592,328077.97632755374,4689329.055395595,19,T,1.2,,5
1708069441533422411,207,1708104641000000000,GPS1_Frame,42.337232405,-71.08692270333333,4.591,328077.9892050475,4689329.065079387,19,T,1.4,,5
1708069442547317683,208,1708104642000000000,GPS1_Frame,42.337232568333334,-71.08692211333333,4.579,328078.03825676604,4689329.082023404,19,T,1.4,,5
1708069443554923351,209,1708104643000000000,GPS1_Frame,42.33723272,-71.08692148,4.568,328078.09084666637,4689329.097584311,19,T,1.4,,5
1708069444564548654,210,1708104644000000000,GPS1_Frame,42.337232848333336,-71.08692091333333,4.556,328078.13788070926,4689329.110689022,19,T,1.4,,5
1708069445602854189,211,1708104645000000000,GPS1_Frame,42.33723292,-71.08692064666667,4.548,328078.1600451007,4689329.118107893,19,T,1.2,,1
1708069446607855490,212,1708104646000000000,GPS1_Frame,42.337232985,-71.08692046166667,4.539,328078.17546329135,4689329.124951602,19,T,1.2,,1
1708069447614725180,213,1708104647000000000,GPS1_Frame,42.337233043333335,-71.086920215,4.53,328078.19594366604,4689329.130930345,19,T,1.2,,1
1708069448622957441,214,1708104648000000000,GPS1_Frame,42.33723311166667,-71.086920095,4.524,328078.2060159756,4689329.138275617,19,T,1.2,,1
1708069449634670034,215,1708104649000000000,GPS1_Frame,42.337233168333334,-71.086919965,4.519,328078.2168803335,4689329.144305173,19,T,1.7,,1
1708069450644525921,216,1708104650000000000,GPS1_Frame,42.33723325333333,-71.08691982833334,4.509,328078.2283711308,4689329.153467453,19,T,1.7,,1
1708069451648883662,217,1708104651000000000,GPS1_Frame,42.33723336166667,-71.08691971166667,4.498,328078.23827783763,4689329.165261158,19,T,1.7,,1
1708069452656321607,218,1708104652000000000,GPS1_Frame,42.33723345333333,-71.08691960166666,4.488,328078.24758989475,4689329.175217637,19,T,1.7,,1
1708069453662571805,219,1708104653000000000,GPS1_Frame,42.33723357,-71.08691950833334,4.475,328078.2555970161,4689329.187983872,19,T,1.7,,1
1708069454671080513,220,1708104654000000000,GPS1_Frame,42.33723365666667,-71.08691949166666,4.468,328078.2572062678,4689329.197573847,19,T,1.2,,1
1708069455679415089,221,1708104655000000000,GPS1_Frame,42.33723375333334,-71.08691941666666,4.458,328078.2636485089,4689329.208156302,19,T,1.2,,1
1708069456686483970,222,1708104656000000000,GPS1_Frame,42.337233835,-71.08691934166667,4.448,328078.270049872,4689329.21707312,19,T,1.2,,1
1708069457692191274,223,1708104657000000000,GPS1_Frame,42.337233911666665,-71.08691931166666,4.44,328078.2727303267,4689329.225525713,19,T,1.2,,1
1708069458701215309,224,1708104658000000000,GPS1_Frame,42.33723393333333,-71.08691931166666,4.439,328078.2727893726,4689329.227931632,19,T,1.4,,5
1708069459706182198,225,1708104659000000000,GPS1_Frame,42.33723395333333,-71.08691944166667,4.434,328078.2621339469,4689329.230415322,19,T,1.4,,5
1708069460714578099,226,1708104660000000000,GPS1_Frame,42.337234,-71.08691951666667,4.43,328078.25608231546,4689329.235748938,19,T,1.4,,5
1708069461722435448,227,1708104661000000000,GPS1_Frame,42.33723405,-71.08691964833334,4.425,328078.24537133926,4689329.241567269,19,T,1.4,,5
1708069462726043312,228,1708104662000000000,GPS1_Frame,42.33723411,-71.08691987166667,4.42,328078.2271357442,4689329.248681359,19,T,1.2,,5
1708069463733179668,229,1708104663000000000,GPS1_Frame,42.337234145,-71.08692000666667,4.418,328078.2161092752,4689329.252840795,19,T,1.2,,5
1708069464748160878,230,1708104664000000000,GPS1_Frame,42.337234165,-71.08692014166667,4.418,328078.2050419303,4689329.255334595,19,T,1.2,,5
1708069465768839438,231,1708104665000000000,GPS1_Frame,42.33723418666667,-71.08692035166666,4.416,328078.1878003223,4689329.258165104,19,T,1.2,,5
1708069466787967556,232,1708104666000000000,GPS1_Frame,42.337234198333334,-71.08692057,4.416,328078.1698449263,4689329.2599020405,19,T,1.2,,5
1708069467794175106,233,1708104667000000000,GPS1_Frame,42.33723423166666,-71.08692082666667,4.417,328078.14879052155,4689329.2641223995,19,T,1.2,,5
1708069468802340638,234,1708104668000000000,GPS1_Frame,42.33723422166667,-71.08692097666666,4.42,328078.13640565926,4689329.263315256,19,T,1.2,,5
1708069469811558438,235,1708104669000000000,GPS1_Frame,42.337234195,-71.086921175,4.424,328078.1199934799,4689329.260755131,19,T,1.2,,5
1708069470820054777,236,1708104670000000000,GPS1_Frame,42.33723416,-71.08692130666667,4.429,328078.1090508617,4689329.25713486,19,T,1.2,,5
1708069471828925342,237,1708104671000000000,GPS1_Frame,42.337234125,-71.08692143666667,4.433,328078.09824554983,4689329.253511221,19,T,1.2,,5
1708069472834867606,238,1708104672000000000,GPS1_Frame,42.337234083333335,-71.08692156333333,4.436,328078.0876966849,4689329.249140559,19,T,1.2,,5
1708069473842195426,239,1708104673000000000,GPS1_Frame,42.33723402,-71.08692165833334,4.442,328078.0796976031,4689329.242299953,19,T,1.2,,5
1708069474849378873,240,1708104674000000000,GPS1_Frame,42.33723396166667,-71.08692176,4.449,328078.07116291975,4689329.236028039,19,T,1.2,,5
1708069475852837061,241,1708104675000000000,GPS1_Frame,42.33723393333333,-71.08692186333333,4.456,328078.06257268396,4689329.233090766,19,T,1.2,,5
1708069476858017543,242,1708104676000000000,GPS1_Frame,42.33723388833333,-71.08692197,4.466,328078.0536624154,4689329.228309524,19,T,1.2,,5
1708069477866332705,243,1708104677000000000,GPS1_Frame,42.337233833333336,-71.08692203666666,4.478,328078.0480202581,4689329.222336986,19,T,1.2,,5
1708069478872932514,244,1708104678000000000,GPS1_Frame,42.33723376166667,-71.08692203166666,4.491,328078.0482368731,4689329.214368841,19,T,1.2,,5
1708069479886030784,245,1708104679000000000,GPS1_Frame,42.3372337,-71.086922,4.499,328078.0506776462,4689329.207457202,19,T,1.2,,5
1708069480893226431,246,1708104680000000000,GPS1_Frame,42.33723363,-71.08692199666666,4.508,328078.0507614969,4689329.199677497,19,T,1.2,,5
1708069481897552465,247,1708104681000000000,GPS1_Frame,42.337233585,-71.086922,4.517,328078.050364248,4689329.194687331,19,T,1.2,,5
1708069482906095378,248,1708104682000000000,GPS1_Frame,42.337233528333336,-71.08692198666667,4.528,328078.05130827497,4689329.188367971,19,T,1.2,,5
1708069483913192664,249,1708104683000000000,GPS1_Frame,42.337233465,-71.08692203166666,4.54,328078.0474283966,4689329.181426272,19,T,1.2,,5
1708069484920002185,250,1708104684000000000,GPS1_Frame,42.33723343166667,-71.0869221,4.55,328078.0417079767,4689329.177863022,19,T,1.2,,5
1708069485928316828,251,1708104685000000000,GPS1_Frame,42.337233405,-71.08692211666667,4.563,328078.04026223684,4689329.174935589,19,T,1.2,,5
1708069486949004579,252,1708104686000000000,GPS1_Frame,42.33723338666667,-71.08692216,4.571,328078.0366422989,4689329.172987427,19,T,1.2,,5
1708069487957659019,253,1708104687000000000,GPS1_Frame,42.33723337666667,-71.0869222,4.577,328078.0333196836,4689329.171957878,19,T,1.2,,5
1708069488971864703,254,1708104688000000000,GPS1_Frame,42.337233345,-71.08692224666666,4.588,328078.02938879695,4689329.16853589,19,T,1.2,,5
1708069489978644109,255,1708104689000000000,GPS1_Frame,42.337233325,-71.08692228,4.593,328078.0265881552,4689329.166382438,19,T,1.2,,5
1708069490982973928,256,1708104690000000000,GPS1_Frame,42.337233323333336,-71.086922295,4.599,328078.0253478538,4689329.1662276955,19,T,1.2,,5
1708069491990691527,257,1708104691000000000,GPS1_Frame,42.337233313333336,-71.08692225666667,4.606,328078.0284786586,4689329.1650397675,19,T,1.2,,5
1708069492996396925,258,1708104692000000000,GPS1_Frame,42.33723330666667,-71.08692220666667,4.611,328078.03257969196,4689329.164198392,19,T,1.2,,5
1708069494007232075,259,1708104693000000000,GPS1_Frame,42.337233321666666,-71.08692219,4.616,328078.0339936399,4689329.165830329,19,T,1.2,,5
1708069495010963802,260,1708104694000000000,GPS1_Frame,42.337233313333336,-71.086922145,4.622,328078.03767821006,4689329.164813992,19,T,1.2,,5
1708069496015765691,261,1708104695000000000,GPS1_Frame,42.337233313333336,-71.08692216833333,4.63,328078.03575591685,4689329.164861169,19,T,1.2,,5
1708069497021512588,262,1708104696000000000,GPS1_Frame,42.33723331666667,-71.086922225,4.639,328078.03109657194,4689329.165345884,19,T,1.2,,5
1708069498025469813,263,1708104697000000000,GPS1_Frame,42.337233336666664,-71.08692234166666,4.645,328078.02153959905,4689329.167802614,19,T,1.2,,5
1708069499034384633,264,1708104698000000000,GPS1_Frame,42.337233375,-71.08692232,4.648,328078.0234290542,4689329.172015431,19,T,1.2,,5
1708069500040607813,265,1708104699000000000,GPS1_Frame,42.337233418333334,-71.08692231666667,4.65,328078.0238217589,4689329.176820528,19,T,1.2,,5
1708069501046793616,266,1708104700000000000,GPS1_Frame,42.337233508333334,-71.08692227666667,4.648,328078.02736239036,4689329.186733467,19,T,1.2,,5
1708069502052971365,267,1708104701000000000,GPS1_Frame,42.33723356833333,-71.08692221333334,4.65,328078.0327435589,4689329.193267956,19,T,1.2,,5
1708069503059598383,268,1708104702000000000,GPS1_Frame,42.337233641666664,-71.08692218333333,4.645,328078.03541493,4689329.201350407,19,T,1.2,,5
1708069504065680153,269,1708104703000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.665,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069505070414847,270,1708104704000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.665,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069506074427187,271,1708104705000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.666,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069507084537026,272,1708104706000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.666,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069508093727959,273,1708104707000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.666,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069509099429495,274,1708104708000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.666,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069510107972248,275,1708104709000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.666,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069511116029437,276,1708104710000000000,GPS1_Frame,42.33723352,-71.08692164333333,4.666,328078.07957076386,4689329.186748443,19,T,1.4,,4
1708069512123676079,277,1708104711000000000,GPS1_Frame,42.33723352,-71.08692164166666,4.666,328078.07970807026,4689329.186745073,19,T,1.4,,4
1708069513128702940,278,1708104712000000000,GPS1_Frame,42.337234115,-71.08692139166666,4.628,328078.1019255823,4689329.252309812,19,T,1.4,,5
1708069514133442777,279,1708104713000000000,GPS1_Frame,42.337234126666665,-71.08692136166667,4.628,328078.1044288991,4689329.253544651,19,T,1.4,,5
1708069515140750087,280,1708104714000000000,GPS1_Frame,42.33723417,-71.08692133833334,4.623,328078.10646928445,4689329.25830931,19,T,1.4,,5
